Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_14918,mmpL9_2,putative transport protein MmpL9,87,50,62,78,58.38926174,60.9375,2.189032258,0.001696582,1,0.042368944,12,4,9,0.145996094,0.387695313
group_14475,,PPE family protein PPE26,149,120,0,8,100,6.25,inf,0.001841745,1,0.044173354,6,6,0,0.03125,0.03125
group_2887,,hypothetical protein,149,120,0,8,100,6.25,inf,0.001841745,1,0.044173354,4,4,0,0.125,0.125
group_3021,,hypothetical protein,149,120,0,8,100,6.25,inf,0.001841745,1,0.044173354,5,5,0,0.0625,0.0625
group_3653,,hypothetical protein,149,120,0,8,100,6.25,inf,0.001841745,1,0.044173354,5,5,0,0.0625,0.0625
group_3808,,hypothetical protein,149,120,0,8,100,6.25,inf,0.001841745,1,0.044173354,5,5,0,0.0625,0.0625
group_837,,hypothetical protein,149,120,0,8,100,6.25,inf,0.001841745,1,0.044173354,7,7,0,0.015625,0.015625
group_1231,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,5,0,5,0.0625,0.0625
group_1962,malL,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,6,0,6,0.03125,0.03125
group_2192,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,5,0,5,0.0625,0.0625
group_3105,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,8,0,8,0.0078125,0.0078125
group_374,,putative protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,7,0,7,0.015625,0.015625
group_3970,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,6,0,6,0.03125,0.03125
group_4099,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,6,0,6,0.03125,0.03125
group_4111,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,4,0,4,0.125,0.125
group_4130,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,5,0,5,0.0625,0.0625
group_4135,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,4,0,4,0.125,0.125
group_415,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,8,0,8,0.0078125,0.0078125
group_4353,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,6,0,6,0.03125,0.03125
group_558,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,6,0,6,0.03125,0.03125
group_7696,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,4,0,4,0.125,0.125
group_7697,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,4,0,4,0.125,0.125
group_91,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,6,0,6,0.03125,0.03125
group_922,,hypothetical protein,0,8,149,120,0,93.75,0,0.001841745,1,0.044173354,7,0,7,0.015625,0.015625
group_791,,hypothetical protein,78,91,71,37,52.34899329,28.90625,0.44668008,0.001947918,1,0.046639573,12,9,4,0.145996094,0.387695313
group_1871,mntH,Divalent metal cation transporter MntH,4,16,145,112,2.684563758,87.5,0.193103448,0.001982151,1,0.047377817,9,4,6,0.5078125,1
group_1017,,hypothetical protein,139,128,10,0,93.2885906,0,0,0.002120295,1,0.050248838,2,0,2,0.5,0.5
tkt,,Transketolase,139,128,10,0,93.2885906,0,0,0.002120295,1,0.050248838,2,0,2,0.5,0.5
rbpA,,RNA polymerase-binding protein RbpA,139,128,10,0,93.2885906,0,0,0.002120295,1,0.050248838,1,0,1,1,1
group_2234,,hypothetical protein,10,0,139,128,6.711409396,100,inf,0.002120295,1,0.050248838,4,4,0,0.125,0.125
group_3050,,hypothetical protein,10,0,139,128,6.711409396,100,inf,0.002120295,1,0.050248838,1,1,0,1,1
group_12289,,putative protein,147,115,2,13,98.65771812,10.15625,8.308695652,0.002142652,1,0.050350516,9,9,1,0.00390625,0.0390625
group_1137,rodA,putative FtsW-like protein,2,13,147,115,1.342281879,89.84375,0.120355835,0.002142652,1,0.050350516,9,2,7,0.1796875,0.1796875
group_325,,hypothetical protein,2,13,147,115,1.342281879,89.84375,0.120355835,0.002142652,1,0.050350516,8,1,7,0.0703125,0.0703125
group_3367,,hypothetical protein,2,13,147,115,1.342281879,89.84375,0.120355835,0.002142652,1,0.050350516,8,1,8,0.0078125,0.0703125
group_4155,,hypothetical protein,2,13,147,115,1.342281879,89.84375,0.120355835,0.002142652,1,0.050350516,7,1,6,0.125,0.125
group_557,,hypothetical protein,146,114,3,14,97.98657718,10.9375,5.976608187,0.002233363,1,0.052305728,8,7,3,0.0703125,0.7265625
group_4088,,hypothetical protein,3,14,146,114,2.013422819,89.0625,0.167318982,0.002233363,1,0.052305728,8,1,7,0.0703125,0.0703125
group_858,,hypothetical protein,20,4,129,124,13.42281879,96.875,4.80620155,0.00234639,1,0.054860638,5,3,3,1,1
group_3873,,hypothetical protein,6,19,143,109,4.026845638,85.15625,0.240706662,0.002603027,1,0.060657504,8,2,7,0.0703125,0.2890625
group_493,ppsA_1,Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsA,143,109,6,19,95.97315436,14.84375,4.154434251,0.002603027,1,0.060657504,10,8,3,0.109375,0.34375
group_2498,,hypothetical protein,25,42,124,86,16.77852349,67.1875,0.412826421,0.002951616,1,0.068665731,12,6,8,0.387695313,1
group_637,,hypothetical protein,24,6,125,122,16.10738255,95.3125,3.904,0.003072507,1,0.071358972,8,3,5,0.7265625,0.7265625
group_204,,hypothetical protein,5,17,144,111,3.355704698,86.71875,0.226715686,0.003088024,1,0.071600027,7,1,7,0.015625,0.125
group_12697,,putative protein,18,34,131,94,12.08053691,73.4375,0.379883251,0.003112529,1,0.071928831,10,3,9,0.021484375,0.34375
group_735,cobL,"Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]",18,34,131,94,12.08053691,73.4375,0.379883251,0.003112529,1,0.071928831,10,3,9,0.021484375,0.34375
group_1487,,hypothetical protein,1,10,148,118,0.67114094,92.1875,0.07972973,0.003314565,1,0.076218598,6,1,5,0.21875,0.21875
group_170,,hypothetical protein,1,10,148,118,0.67114094,92.1875,0.07972973,0.003314565,1,0.076218598,8,1,7,0.0703125,0.0703125
group_872,espI_2,ESX-1 secretion-associated protein EspI,1,10,148,118,0.67114094,92.1875,0.07972973,0.003314565,1,0.076218598,7,1,7,0.015625,0.125
group_3755,,hypothetical protein,136,100,13,28,91.27516779,21.875,2.929230769,0.003518522,1,0.08077529,11,11,2,0.000976563,0.065429687
group_1824,,putative ABC transporter ATP-binding protein,145,113,4,15,97.31543624,11.71875,4.811946903,0.003635014,1,0.083039225,8,8,1,0.0078125,0.0703125
mntH,,Divalent metal cation transporter MntH,145,113,4,15,97.31543624,11.71875,4.811946903,0.003635014,1,0.083039225,9,6,4,0.5078125,1
group_4319,,hypothetical protein,4,15,145,113,2.684563758,88.28125,0.207816092,0.003635014,1,0.083039225,8,1,8,0.0078125,0.0703125
group_780,,hypothetical protein,12,1,137,127,8.053691275,99.21875,11.12408759,0.003771695,1,0.086020564,2,1,1,1,1
group_14744,,NADH dehydrogenase-like protein,147,116,2,12,98.65771812,9.375,7.603448276,0.004083058,1,0.09075813,9,9,1,0.00390625,0.0390625
mgtC,,Protein MgtC,147,116,2,12,98.65771812,9.375,7.603448276,0.004083058,1,0.09075813,9,9,1,0.00390625,0.0390625
group_12891,,putative HTH-type transcriptional regulator,2,12,147,116,1.342281879,90.625,0.131519274,0.004083058,1,0.09075813,9,1,9,0.00390625,0.0390625
group_1433,hcaB_4,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,2,12,147,116,1.342281879,90.625,0.131519274,0.004083058,1,0.09075813,8,2,6,0.2890625,0.2890625
group_14820,mgtC,Protein MgtC,2,12,147,116,1.342281879,90.625,0.131519274,0.004083058,1,0.09075813,9,1,9,0.00390625,0.0390625
espL,,ESX-1 secretion-associated protein EspL,149,121,0,7,100,5.46875,inf,0.004109679,1,0.09075813,5,5,0,0.0625,0.0625
group_1882,,hypothetical protein,149,121,0,7,100,5.46875,inf,0.004109679,1,0.09075813,5,5,0,0.0625,0.0625
group_1040,,putative PPE family protein PPE33,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,6,0,6,0.03125,0.03125
group_1603,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,5,0,5,0.0625,0.0625
group_165,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,5,0,5,0.0625,0.0625
group_196,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,5,0,5,0.0625,0.0625
group_2152,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,6,0,6,0.03125,0.03125
group_2175,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,4,0,4,0.125,0.125
group_3300,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,4,0,4,0.125,0.125
group_4008,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,6,0,6,0.03125,0.03125
group_4172,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,4,0,4,0.125,0.125
ppsA_3,,Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsA,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,6,0,6,0.03125,0.03125
group_506,menE_5,Long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,4,0,4,0.125,0.125
group_5228,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,6,0,6,0.03125,0.03125
group_679,,hypothetical protein,0,7,149,121,0,94.53125,0,0.004109679,1,0.09075813,5,0,5,0.0625,0.0625
group_927,,hypothetical protein,35,51,114,77,23.48993289,60.15625,0.463536292,0.004118283,1,0.090804233,12,3,11,0.006347656,0.145996094
group_11927,,hypothetical protein,146,115,3,13,97.98657718,10.15625,5.501449275,0.004212753,1,0.092594178,7,5,3,0.453125,1
group_4275,,hypothetical protein,3,13,146,115,2.013422819,89.84375,0.181770285,0.004212753,1,0.092594178,7,1,7,0.015625,0.125
group_671,,hypothetical protein,58,29,91,99,38.9261745,77.34375,2.175824176,0.004245714,1,0.093171684,12,4,9,0.145996094,0.387695313
group_342,,hypothetical protein,21,36,128,92,14.09395973,71.875,0.419270833,0.00460807,1,0.100964551,10,2,9,0.021484375,0.109375
group_12695,,putative protein,131,95,18,33,87.91946309,25.78125,2.528070175,0.004815681,1,0.105347745,10,9,3,0.021484375,0.34375
group_723,,hypothetical protein,116,116,33,12,77.85234899,9.375,0.363636364,0.005128535,1,0.112015886,11,6,7,0.548828125,1
group_1525,,hypothetical protein,8,20,141,108,5.369127517,84.375,0.306382979,0.005226118,1,0.113968625,11,6,7,0.548828125,1
group_851,,hypothetical protein,27,42,122,86,18.12080537,67.1875,0.453161593,0.005410394,1,0.117802869,11,3,10,0.01171875,0.2265625
group_562,,hypothetical protein,136,101,13,27,91.27516779,21.09375,2.796648896,0.005568991,1,0.120878337,8,5,4,0.7265625,1
group_40,,hypothetical protein,13,27,136,101,8.724832215,78.90625,0.357570806,0.005568991,1,0.120878337,11,4,9,0.065429687,0.548828125
group_524,,hypothetical protein,88,54,61,74,59.06040268,57.8125,1.976927747,0.00566455,1,0.122761276,13,8,6,0.581054688,1
group_155,,putative PPE family protein PPE40,138,104,11,24,92.61744966,18.75,2.895104895,0.006039092,1,0.130675067,10,7,5,0.34375,1
group_55,,hypothetical protein,142,109,7,19,95.30201342,14.84375,3.53604194,0.006259774,1,0.135030874,9,8,2,0.0390625,0.1796875
group_4023,,hypothetical protein,7,19,142,109,4.697986577,85.15625,0.282802076,0.006259774,1,0.135030874,9,5,6,0.5078125,1
group_39,,hypothetical protein,4,14,145,114,2.684563758,89.0625,0.224630542,0.006570808,1,0.141521181,8,1,8,0.0078125,0.0703125
group_3609,,hypothetical protein,37,52,112,76,24.83221477,59.375,0.48282967,0.006601463,1,0.141962014,11,7,6,0.548828125,1
group_136,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,7,1,7,0.015625,0.125
group_2171,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,7,1,7,0.015625,0.125
group_376,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,5,1,4,0.375,0.375
group_4109,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,5,1,4,0.375,0.375
group_4122,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,6,1,5,0.21875,0.21875
group_4154,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,5,1,4,0.375,0.375
group_4166,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,6,1,5,0.21875,0.21875
group_4167,,hypothetical protein,1,9,148,119,0.67114094,92.96875,0.089339339,0.006688126,1,0.142071698,6,1,5,0.21875,0.21875
group_179,,hypothetical protein,21,35,128,93,14.09395973,72.65625,0.4359375,0.006997344,1,0.148413979,11,6,8,0.2265625,1
group_596,,hypothetical protein,22,36,127,92,14.76510067,71.875,0.442694663,0.007627159,1,0.161526546,12,1,12,0.000488281,0.006347656
group_12887,,putative HTH-type transcriptional regulator,147,117,2,11,98.65771812,8.59375,6.91025641,0.007705895,1,0.161963271,9,9,1,0.00390625,0.0390625
group_914,,Fumarate reductase flavoprotein subunit,147,117,2,11,98.65771812,8.59375,6.91025641,0.007705895,1,0.161963271,9,9,1,0.00390625,0.0390625
group_1025,mfd,Transcription-repair-coupling factor,2,11,147,117,1.342281879,91.40625,0.14471243,0.007705895,1,0.161963271,9,2,9,0.00390625,0.1796875
group_1480,hemY,Protoporphyrinogen oxidase,2,11,147,117,1.342281879,91.40625,0.14471243,0.007705895,1,0.161963271,9,2,7,0.1796875,0.1796875
group_933,,hypothetical protein,2,11,147,117,1.342281879,91.40625,0.14471243,0.007705895,1,0.161963271,8,1,8,0.0078125,0.0703125
rodA,,putative FtsW-like protein,146,116,3,12,97.98657718,9.375,5.034482759,0.007827473,1,0.164023817,8,5,3,0.7265625,0.7265625
group_693,ppsC,Phthiocerol synthesis polyketide synthase type I PpsC,3,12,146,116,2.013422819,90.625,0.198630137,0.007827473,1,0.164023817,9,3,6,0.5078125,0.5078125
group_158,,putative PPE family protein PPE40,10,22,139,106,6.711409396,82.8125,0.346631785,0.007990413,1,0.167186798,10,4,7,0.34375,0.75390625
group_1528,,putative HTH-type transcriptional regulator,141,128,8,0,94.63087248,0,0,0.008252901,1,0.171392214,2,0,2,0.5,0.5
group_1526,,putative HTH-type transcriptional regulator,8,0,141,128,5.369127517,100,inf,0.008252901,1,0.171392214,2,2,0,0.5,0.5
group_211,,hypothetical protein,8,0,141,128,5.369127517,100,inf,0.008252901,1,0.171392214,3,3,0,0.25,0.25
group_4284,,hypothetical protein,8,0,141,128,5.369127517,100,inf,0.008252901,1,0.171392214,3,3,0,0.25,0.25
group_730,,putative PPE family protein PPE47/PPE48,8,0,141,128,5.369127517,100,inf,0.008252901,1,0.171392214,1,1,0,1,1
group_332,,hypothetical protein,120,85,29,43,80.53691275,33.59375,2.093306288,0.008998924,1,0.181212123,9,6,4,0.5078125,1
esxN_2,,ESAT-6-like protein EsxN,149,122,0,6,100,4.6875,inf,0.009128878,1,0.181212123,4,4,0,0.125,0.125
espJ,,ESX-1 secretion-associated protein EspJ,149,122,0,6,100,4.6875,inf,0.009128878,1,0.181212123,5,5,0,0.0625,0.0625
group_1360,,hypothetical protein,149,122,0,6,100,4.6875,inf,0.009128878,1,0.181212123,4,4,0,0.125,0.125
fbiD,,Phosphoenolpyruvate guanylyltransferase,149,122,0,6,100,4.6875,inf,0.009128878,1,0.181212123,5,5,0,0.0625,0.0625
group_3646,,hypothetical protein,149,122,0,6,100,4.6875,inf,0.009128878,1,0.181212123,2,2,0,0.5,0.5
group_3657,,hypothetical protein,149,122,0,6,100,4.6875,inf,0.009128878,1,0.181212123,4,4,0,0.125,0.125
group_1077,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
espI_3,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
group_14474,,PPE family protein PPE26,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,5,0,5,0.0625,0.0625
group_1505,helY,putative helicase HelY,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,3,0,3,0.25,0.25
group_152,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
group_2176,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
group_2246,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,5,0,5,0.0625,0.0625
group_2286,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,3,0,3,0.25,0.25
group_3305,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
group_3306,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,6,0,6,0.03125,0.03125
group_3328,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
group_4049,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,6,0,6,0.03125,0.03125
group_4050,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,6,0,6,0.03125,0.03125
group_4051,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,6,0,6,0.03125,0.03125
group_4052,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,6,0,6,0.03125,0.03125
group_4093,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,2,0,2,0.5,0.5
group_4132,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,3,0,3,0.25,0.25
group_4176,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
group_4287,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,5,0,5,0.0625,0.0625
group_4288,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,5,0,5,0.0625,0.0625
group_4315,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,1,0,1,1,1
group_5548,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,4,0,4,0.125,0.125
group_604,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,5,0,5,0.0625,0.0625
group_83,,hypothetical protein,0,6,149,122,0,95.3125,0,0.009128878,1,0.181212123,3,0,3,0.25,0.25
mazE7,,Antitoxin MazE7,132,124,17,4,88.59060403,3.125,0.250474383,0.011253669,1,0.222439538,5,4,2,0.375,1
group_11803,mazE7,Antitoxin MazE7,17,4,132,124,11.40939597,96.875,3.992424242,0.011253669,1,0.222439538,5,2,4,0.375,1
group_556,,hypothetical protein,17,4,132,124,11.40939597,96.875,3.992424242,0.011253669,1,0.222439538,3,1,3,0.25,1
group_1553,,hypothetical protein,137,104,12,24,91.94630872,18.75,2.634615385,0.011444109,1,0.225883369,9,7,4,0.1796875,1
group_3871,,tRNA-Ala(ggc),87,55,62,73,58.38926174,57.03125,1.862463343,0.011568655,1,0.228018681,13,9,6,0.266845703,1
group_3693,,hypothetical protein,145,115,4,13,97.31543624,10.15625,4.097826087,0.01169354,1,0.230154641,9,9,1,0.00390625,0.0390625
cobL,,"Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]",130,96,19,32,87.24832215,25,2.280701754,0.012373084,1,0.24318607,10,8,4,0.109375,0.75390625
ppm1_2,,Bifunctional apolipoprotein N-acyltransferase/polyprenol monophosphomannose synthase,139,127,10,1,93.2885906,0.78125,0.109448819,0.012571939,1,0.245020944,2,1,1,1,1
group_13025,ppm1_2,Bifunctional apolipoprotein N-acyltransferase/polyprenol monophosphomannose synthase,10,1,139,127,6.711409396,99.21875,9.136690647,0.012571939,1,0.245020944,2,1,1,1,1
group_13801,rbpA,RNA polymerase-binding protein RbpA,10,1,139,127,6.711409396,99.21875,9.136690647,0.012571939,1,0.245020944,2,1,1,1,1
group_14028,,hypothetical protein,10,1,139,127,6.711409396,99.21875,9.136690647,0.012571939,1,0.245020944,2,1,1,1,1
group_15165,hutI_2,Imidazolonepropionase,10,1,139,127,6.711409396,99.21875,9.136690647,0.012571939,1,0.245020944,2,1,1,1,1
group_15348,,hypothetical protein,10,1,139,127,6.711409396,99.21875,9.136690647,0.012571939,1,0.245020944,2,1,1,1,1
group_5,,PPE family protein PPE34,15,3,134,125,10.06711409,97.65625,4.664179104,0.012663992,1,0.246126545,5,3,3,1,1
group_533,,PPE family protein PPE34,15,3,134,125,10.06711409,97.65625,4.664179104,0.012663992,1,0.246126545,4,1,3,0.625,0.625
group_1172,,hypothetical protein,148,120,1,8,99.32885906,6.25,9.866666667,0.01336343,1,0.256854338,6,6,1,0.03125,0.21875
group_4323,,hypothetical protein,148,120,1,8,99.32885906,6.25,9.866666667,0.01336343,1,0.256854338,7,6,1,0.125,0.125
espI_2,,ESX-1 secretion-associated protein EspI,148,120,1,8,99.32885906,6.25,9.866666667,0.01336343,1,0.256854338,6,6,1,0.03125,0.21875
group_1237,,hypothetical protein,1,8,148,120,0.67114094,93.75,0.101351351,0.01336343,1,0.256854338,9,1,8,0.0390625,0.0390625
group_1385,uctC_1,hypothetical protein,1,8,148,120,0.67114094,93.75,0.101351351,0.01336343,1,0.256854338,5,1,4,0.375,0.375
group_4102,,hypothetical protein,1,8,148,120,0.67114094,93.75,0.101351351,0.01336343,1,0.256854338,3,1,2,1,1
group_4112,,hypothetical protein,1,8,148,120,0.67114094,93.75,0.101351351,0.01336343,1,0.256854338,5,1,4,0.375,0.375
group_610,,hypothetical protein,1,8,148,120,0.67114094,93.75,0.101351351,0.01336343,1,0.256854338,8,1,7,0.0703125,0.0703125
group_122,,PE-PGRS family protein PE_PGRS16,13,25,136,103,8.724832215,80.46875,0.393823529,0.013430529,1,0.257788462,10,1,10,0.001953125,0.021484375
group_526,,hypothetical protein,8,19,141,109,5.369127517,85.15625,0.325494588,0.013481894,1,0.258063449,10,1,9,0.021484375,0.021484375
group_1524,,hypothetical protein,141,109,8,19,94.63087248,14.84375,3.072247706,0.013481894,1,0.258063449,10,6,6,0.75390625,0.75390625
mfd,,Transcription-repair-coupling factor,147,118,2,10,98.65771812,7.8125,6.228813559,0.014382071,1,0.273416316,9,9,2,0.00390625,0.1796875
hemY,,Protoporphyrinogen oxidase,147,118,2,10,98.65771812,7.8125,6.228813559,0.014382071,1,0.273416316,9,7,2,0.1796875,0.1796875
group_345,,hypothetical protein,147,118,2,10,98.65771812,7.8125,6.228813559,0.014382071,1,0.273416316,7,7,1,0.015625,0.125
group_548,,hypothetical protein,2,10,147,118,1.342281879,92.1875,0.160544218,0.014382071,1,0.273416316,5,1,5,0.0625,0.375
group_711,,hypothetical protein,2,10,147,118,1.342281879,92.1875,0.160544218,0.014382071,1,0.273416316,9,2,7,0.1796875,0.1796875
thiG_2,,hypothetical protein,31,44,118,84,20.80536913,65.625,0.501540832,0.014448197,1,0.27429922,10,3,8,0.109375,0.34375
group_3907,,hypothetical protein,11,22,138,106,7.382550336,82.8125,0.384057971,0.015136343,1,0.286972705,8,2,7,0.0703125,0.2890625
group_81,,hypothetical protein,14,26,135,102,9.395973154,79.6875,0.406837607,0.015586451,1,0.295104892,10,3,10,0.001953125,0.34375
group_3695,,Apoptosis inhibitor,144,114,5,14,96.6442953,10.9375,3.536842105,0.016288446,1,0.304884804,9,8,2,0.0390625,0.1796875
group_1593,,hypothetical protein,5,14,144,114,3.355704698,89.0625,0.282738095,0.016288446,1,0.304884804,10,1,10,0.001953125,0.021484375
virS_2,,HTH-type transcriptional regulator VirS,142,128,7,0,95.30201342,0,0,0.016299905,1,0.304884804,1,0,1,1,1
group_2180,,hypothetical protein,7,0,142,128,4.697986577,100,inf,0.016299905,1,0.304884804,1,1,0,1,1
group_3051,,hypothetical protein,7,0,142,128,4.697986577,100,inf,0.016299905,1,0.304884804,2,2,0,0.5,0.5
group_34,,hypothetical protein,7,0,142,128,4.697986577,100,inf,0.016299905,1,0.304884804,1,1,0,1,1
group_3879,,hypothetical protein,7,0,142,128,4.697986577,100,inf,0.016299905,1,0.304884804,2,2,0,0.5,0.5
group_728,,putative PPE family protein PPE47/PPE48,7,0,142,128,4.697986577,100,inf,0.016299905,1,0.304884804,1,1,0,1,1
group_731,,putative PPE family protein PPE47/PPE48,7,0,142,128,4.697986577,100,inf,0.016299905,1,0.304884804,1,1,0,1,1
group_661,,hypothetical protein,9,19,140,109,6.040268456,85.15625,0.368796992,0.017079734,1,0.319043016,9,4,7,0.1796875,1
group_13700,,Putative diacyglycerol O-acyltransferase,103,105,46,23,69.12751678,17.96875,0.49047619,0.017520256,1,0.326833695,7,7,1,0.015625,0.125
group_944,,PPE family protein PPE18,10,20,139,108,6.711409396,84.375,0.388489209,0.0201404,1,0.351639914,8,3,8,0.0078125,0.7265625
esxJ_2,,ESAT-6-like protein EsxJ,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,4,4,0,0.125,0.125
esxJ_1,,ESAT-6-like protein EsxJ,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,5,5,0,0.0625,0.0625
amiD_2,,Putative amidase AmiD,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,4,4,0,0.125,0.125
rpsD,,30S ribosomal protein S4,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,4,4,0,0.125,0.125
helY,,putative helicase HelY,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,2,2,0,0.5,0.5
eccD1_1,,ESX-1 secretion system protein EccD1,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,5,5,0,0.0625,0.0625
argJ,,Arginine biosynthesis bifunctional protein ArgJ,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,5,5,0,0.0625,0.0625
group_2351,,IS3 family transposase IS987,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,5,5,0,0.0625,0.0625
group_2816,,hypothetical protein,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,2,2,0,0.5,0.5
group_3711,,putative protein,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,5,5,0,0.0625,0.0625
group_3722,,PPE family protein PPE57,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,4,4,0,0.125,0.125
group_3749,,hypothetical protein,149,123,0,5,100,3.90625,inf,0.020187437,1,0.351639914,5,5,0,0.0625,0.0625
group_12147,cobT,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,0,5,149,123,0,96.09375,0,0.020187437,1,0.351639914,5,0,5,0.0625,0.0625
